#Bolivia CRNS
UTC, N1 [cph], N2 [cph], P1 [mb], Batt [V], H7 [%], P4 [mb], T7 [C], NMcounts, fbar, fhum, fsol, CR VWC
2022-09-17 10:42:00, 17037, 7841, 0.0, 14.3, 89.0, 581.8, -3.0, 159.714, 0.991, 1.019, 0.995, 0.181
2022-09-17 09:42:00, 17333, 7665, 0.0, 14.3, 84.0, 581.3, -3.0, 159.478, 0.987, 1.018, 0.997, 0.171
2022-09-17 08:42:00, 17050, 7732, 0.0, 14.3, 80.0, 581.1, -3.0, 159.021, 0.985, 1.017, 1.000, 0.182
2022-09-17 07:42:00, 17082, 7659, 0.0, 14.3, 75.0, 581.1, -3.0, 159.032, 0.985, 1.016, 1.000, 0.182
2022-09-17 06:42:00, 17245, 7750, 0.0, 14.3, 63.0, 581.0, 0.0, 159.089, 0.985, 1.016, 0.999, 0.176
2022-09-17 05:42:00, 16979, 7644, 0.0, 14.3, 60.0, 581.4, -1.0, 158.240, 0.988, 1.015, 1.005, 0.181
2022-09-17 04:42:00, 17358, 7686, 0.0, 14.3, 56.0, 581.9, -1.0, 157.238, 0.992, 1.014, 1.011, 0.160
2022-09-17 03:42:00, 17097, 7638, 0.0, 12.2, 55.0, 582.2, -1.0, 156.901, 0.994, 1.013, 1.013, 0.168
2022-09-17 02:42:00, 17163, 7731, 0.0, 5.8, 43.0, 582.3, 0.0, 157.195, 0.995, 1.011, 1.011, 0.167
2022-09-17 01:43:00, 17282, 7877, 0.0, 12.9, 47.0, 582.1, 0.0, 157.038, 0.993, 1.012, 1.012, 0.162
2022-09-17 00:42:00, 17219, 7764, 0.0, 12.9, 39.0, 581.7, 3.0, 157.315, 0.990, 1.013, 1.011, 0.167
2022-09-16 23:43:00, 17233, 7533, 0.0, 13.0, 56.0, 581.1, 2.0, 158.038, 0.985, 1.017, 1.006, 0.171
2022-09-16 22:42:00, 17421, 7565, 0.0, 13.0, 61.0, 581.0, 2.0, 157.767, 0.985, 1.018, 1.008, 0.161
2022-09-16 21:43:00, 17044, 7707, 0.0, 14.2, 58.0, 581.0, 5.0, 157.918, 0.985, 1.021, 1.007, 0.175
2022-09-16 20:42:00, 17343, 7519, 0.0, 14.2, 45.0, 581.1, 6.0, 158.454, 0.985, 1.018, 1.003, 0.168
2022-09-16 19:42:00, 17415, 7662, 0.0, 14.2, 53.0, 581.3, 5.0, 158.286, 0.987, 1.019, 1.004, 0.162
2022-09-16 18:42:00, 16959, 7667, 0.0, 14.2, 44.0, 581.5, 6.0, 158.033, 0.989, 1.017, 1.006, 0.179
2022-09-16 17:43:00, 17072, 7605, 0.0, 14.3, 70.0, 582.3, 2.0, 158.811, 0.995, 1.021, 1.001, 0.171
2022-09-16 16:42:00, 17157, 7685, 0.0, 14.2, 39.0, 582.6, 5.0, 159.385, 0.997, 1.014, 0.997, 0.173
2022-09-16 15:42:00, 17097, 7528, 0.0, 14.2, 40.0, 583.0, 5.0, 159.368, 1.000, 1.015, 0.998, 0.172
2022-09-16 14:42:00, 16888, 7593, 0.0, 14.6, 34.0, 583.2, 6.0, 159.990, 1.002, 1.013, 0.994, 0.184
2022-09-16 13:42:00, 17315, 7738, 0.0, 14.6, 33.0, 583.1, 5.0, 159.920, 1.001, 1.012, 0.994, 0.168
2022-09-16 12:42:00, 17087, 7763, 0.0, 14.8, 34.0, 582.8, 4.0, 159.933, 0.998, 1.012, 0.994, 0.179
2022-09-16 11:42:00, 17228, 7822, 0.0, 14.3, 63.0, 582.4, 0.0, 159.326, 0.995, 1.016, 0.998, 0.170
2022-09-16 10:42:00, 17076, 7935, 0.0, 14.3, 65.0, 582.1, -1.0, 159.307, 0.993, 1.016, 0.998, 0.178
2022-09-16 09:43:00, 17050, 7718, 0.0, 14.3, 59.0, 581.8, 0.0, 159.539, 0.991, 1.015, 0.997, 0.182
2022-09-16 08:42:00, 17172, 7839, 0.0, 14.3, 62.0, 581.5, -1.0, 159.812, 0.989, 1.015, 0.995, 0.179
2022-09-16 07:42:00, 17129, 7834, 0.0, 14.3, 63.0, 581.4, -2.0, 158.946, 0.988, 1.014, 1.000, 0.179
2022-09-16 06:42:00, 17322, 7806, 0.0, 14.3, 75.0, 581.7, -2.0, 159.867, 0.990, 1.017, 0.994, 0.172
2022-09-16 05:42:00, 17201, 7809, 0.0, 14.1, 79.0, 582.0, -2.0, 159.253, 0.992, 1.018, 0.998, 0.172
2022-09-16 04:42:00, 16948, 7724, 0.0, 14.3, 80.0, 582.5, -1.0, 159.132, 0.996, 1.020, 0.999, 0.177
2022-09-16 03:42:00, 16997, 7783, 0.0, 12.2, 82.0, 582.6, -1.0, 159.669, 0.997, 1.020, 0.996, 0.177
2022-09-16 02:42:00, 16907, 7838, 0.0, 23.2, 79.0, 582.6, -1.0, 159.440, 0.997, 1.019, 0.997, 0.180
2022-09-16 01:43:00, 17141, 7795, 0.0, 12.9, 74.0, 582.3, 0.0, 159.537, 0.995, 1.019, 0.997, 0.172
2022-09-16 00:42:00, 17282, 7654, 0.0, 12.9, 70.0, 582.1, 1.0, 159.483, 0.993, 1.020, 0.997, 0.167
2022-09-15 23:42:00, 17111, 7653, 0.0, 13.0, 71.0, 581.4, 1.0, 161.890, 0.988, 1.020, 0.982, 0.189
2022-09-15 22:42:00, 17330, 7967, 0.0, 13.0, 71.0, 580.8, 2.0, 161.890, 0.983, 1.021, 0.982, 0.182
2022-09-15 21:42:00, 17086, 7837, 0.0, 13.2, 55.0, 580.9, 4.0, 161.890, 0.984, 1.019, 0.982, 0.194
2022-09-15 20:42:00, 17562, 7889, 0.0, 14.1, 45.0, 580.9, 6.0, 161.890, 0.984, 1.018, 0.982, 0.174
2022-09-15 19:42:00, 17347, 7882, 0.0, 14.1, 35.0, 580.8, 7.0, 161.890, 0.983, 1.015, 0.982, 0.186
2022-09-15 18:42:00, 17469, 7813, 0.0, 14.2, 43.0, 581.2, 7.0, 161.890, 0.986, 1.018, 0.982, 0.177
2022-09-15 17:42:00, 17177, 7924, 0.0, 14.2, 36.0, 581.6, 6.0, 161.890, 0.989, 1.014, 0.982, 0.190
2022-09-15 16:42:00, 17224, 8000, 0.0, 14.2, 41.0, 582.0, 5.0, 161.890, 0.992, 1.015, 0.982, 0.185
2022-09-15 15:42:00, 17181, 7950, 0.0, 14.2, 32.0, 582.3, 5.0, 161.890, 0.995, 1.012, 0.982, 0.186
2022-09-15 14:42:00, 17347, 7980, 0.0, 14.6, 33.0, 582.7, 5.0, 162.260, 0.998, 1.012, 0.980, 0.179
2022-09-15 13:42:00, 17121, 7907, 0.0, 14.7, 45.0, 582.7, 3.0, 161.563, 0.998, 1.014, 0.984, 0.184
2022-09-15 12:42:00, 17041, 8284, 0.0, 11.8, 50.0, 582.5, 2.0, 161.967, 0.996, 1.015, 0.982, 0.189
2022-09-15 11:42:00, 17199, 8009, 0.0, 14.3, 52.0, 582.0, -1.0, 161.333, 0.992, 1.013, 0.985, 0.185
2022-09-15 10:42:00, 17300, 8134, 0.0, 14.3, 74.0, 581.5, -4.0, 160.862, 0.989, 1.015, 0.988, 0.179
2022-09-15 09:42:00, 17125, 7966, 0.0, 14.1, 79.0, 581.1, -3.0, 160.911, 0.985, 1.017, 0.988, 0.188
2022-09-15 08:42:00, 17082, 8272, 0.0, 13.3, 82.0, 580.7, -2.0, 161.589, 0.982, 1.019, 0.984, 0.194
2022-09-15 07:43:00, 17013, 8131, 0.0, 10.1, 79.0, 580.9, -1.0, 161.743, 0.984, 1.019, 0.983, 0.196
2022-09-15 06:42:00, 17014, 8118, 0.0, 12.2, 91.0, 581.4, -2.0, 161.457, 0.988, 1.021, 0.985, 0.190
2022-09-15 05:42:00, 17164, 7820, 0.0, 5.8, 92.0, 581.7, -2.0, 161.571, 0.990, 1.021, 0.984, 0.183
2022-09-15 04:42:00, 17209, 7710, 0.0, 12.8, 86.0, 581.6, 0.0, 161.913, 0.989, 1.023, 0.982, 0.182
2022-09-15 03:42:00, 17396, 7611, 0.0, 12.8, 76.0, 582.0, 1.0, 161.876, 0.992, 1.021, 0.982, 0.173
2022-09-15 02:42:00, 17683, 7596, 0.0, 12.8, 69.0, 581.6, 1.0, 161.792, 0.989, 1.019, 0.983, 0.165
2022-09-15 01:43:00, 17548, 7581, 0.0, 12.9, 70.0, 581.6, 1.0, 162.081, 0.989, 1.020, 0.981, 0.171
2022-09-15 00:43:00, 17658, 7864, 0.0, 12.9, 71.0, 581.0, 1.0, 161.752, 0.985, 1.020, 0.983, 0.168
2022-09-14 23:42:00, 17928, 7854, 0.0, 13.0, 64.0, 580.5, 2.0, 162.339, 0.981, 1.019, 0.979, 0.164
2022-09-14 22:42:00, 17828, 7789, 0.0, 13.0, 70.0, 579.5, 2.0, 162.339, 0.973, 1.021, 0.979, 0.172
2022-09-14 21:43:00, 17497, 7808, 0.0, 14.1, 66.0, 579.5, 4.0, 162.339, 0.973, 1.023, 0.979, 0.184
2022-09-14 20:42:00, 17576, 7788, 0.0, 14.1, 61.0, 580.4, 6.0, 162.339, 0.980, 1.024, 0.979, 0.175
2022-09-14 19:42:00, 17659, 7707, 0.0, 14.1, 57.0, 580.5, 6.0, 162.339, 0.981, 1.022, 0.979, 0.172
2022-09-14 18:42:00, 17613, 7828, 0.0, 14.1, 47.0, 580.4, 8.0, 162.339, 0.980, 1.021, 0.979, 0.175
2022-09-14 17:42:00, 17745, 7682, 0.0, 14.1, 48.0, 580.9, 7.0, 162.339, 0.984, 1.020, 0.979, 0.168
2022-09-14 16:42:00, 17531, 7552, 0.0, 14.1, 43.0, 581.4, 8.0, 162.339, 0.988, 1.019, 0.979, 0.174
2022-09-14 15:42:00, 17616, 7751, 0.0, 14.6, 41.0, 581.7, 6.0, 162.339, 0.990, 1.016, 0.979, 0.171
2022-09-14 14:42:00, 17469, 7632, 0.0, 14.6, 47.0, 581.9, 5.0, 162.339, 0.992, 1.017, 0.979, 0.175
2022-09-14 13:42:00, 17513, 7714, 0.0, 14.5, 57.0, 581.9, 4.0, 162.339, 0.992, 1.020, 0.979, 0.171
2022-09-14 12:43:00, 17307, 7934, 0.0, 13.6, 56.0, 581.7, 2.0, 162.339, 0.990, 1.017, 0.979, 0.183
2022-09-14 11:42:00, 17458, 7569, 0.0, 12.6, 87.0, 581.3, 1.0, 162.339, 0.987, 1.024, 0.979, 0.174
2022-09-14 10:43:00, 17369, 7649, 0.0, 6.3, 94.0, 580.8, 0.0, 162.339, 0.983, 1.025, 0.979, 0.180
2022-09-14 09:42:00, 17362, 7674, 0.0, 12.6, 95.0, 580.6, 0.0, 162.339, 0.982, 1.025, 0.979, 0.181
2022-09-14 08:42:00, 17378, 7736, 0.0, 12.7, 89.0, 580.2, 0.0, 162.339, 0.979, 1.023, 0.979, 0.184
2022-09-14 07:42:00, 17659, 7604, 0.0, 12.7, 78.0, 579.9, 0.0, 162.339, 0.976, 1.020, 0.979, 0.177
2022-09-14 06:42:00, 17773, 7654, 0.0, 12.7, 70.0, 580.0, 2.0, 162.339, 0.977, 1.021, 0.979, 0.171
2022-09-14 05:42:00, 17510, 7607, 0.0, 12.8, 80.0, 580.8, 0.0, 161.240, 0.983, 1.021, 0.986, 0.172
2022-09-14 04:42:00, 17550, 7617, 0.0, 12.8, 79.0, 581.2, 0.0, 161.332, 0.986, 1.021, 0.985, 0.169
2022-09-14 03:42:00, 17728, 7387, 0.0, 12.8, 73.0, 581.2, 0.0, 160.064, 0.986, 1.019, 0.993, 0.158
2022-09-14 02:42:00, 17679, 7685, 0.0, 12.8, 66.0, 580.9, 2.0, 159.659, 0.984, 1.020, 0.996, 0.159
2022-09-14 01:42:00, 17718, 7810, 0.0, 12.9, 58.0, 580.5, 3.0, 160.484, 0.981, 1.019, 0.991, 0.163
2022-09-14 00:42:00, 18294, 7785, 0.0, 12.9, 68.0, 580.1, 3.0, 160.954, 0.978, 1.022, 0.988, 0.145
2022-09-13 23:42:00, 18122, 7817, 0.0, 13.0, 52.0, 579.7, 3.0, 161.112, 0.975, 1.017, 0.987, 0.156
2022-09-13 22:42:00, 18137, 7885, 0.0, 13.0, 48.0, 579.7, 4.0, 161.112, 0.975, 1.016, 0.987, 0.157
2022-09-13 21:42:00, 18178, 7861, 0.0, 13.4, 28.0, 580.0, 7.0, 160.795, 0.977, 1.012, 0.989, 0.155
2022-09-13 20:42:00, 18019, 7768, 0.0, 14.1, 25.0, 580.3, 8.0, 161.553, 0.979, 1.011, 0.984, 0.163
2022-09-13 19:42:00, 17930, 7929, 0.0, 14.0, 28.0, 580.2, 9.0, 162.049, 0.979, 1.013, 0.981, 0.167
2022-09-13 18:42:00, 17823, 7713, 0.0, 14.1, 31.0, 580.2, 9.0, 160.912, 0.979, 1.015, 0.988, 0.165
2022-09-13 17:42:00, 17890, 7652, 0.0, 14.1, 36.0, 580.6, 9.0, 161.675, 0.982, 1.017, 0.983, 0.163
2022-09-13 16:42:00, 17767, 7660, 0.0, 14.1, 43.0, 581.2, 8.0, 161.813, 0.986, 1.019, 0.983, 0.163
2022-09-13 15:42:00, 18154, 7647, 0.0, 14.1, 26.0, 581.5, 9.0, 160.782, 0.989, 1.012, 0.989, 0.148
2022-09-13 14:42:00, 17863, 7625, 0.0, 14.5, 24.0, 581.8, 8.0, 161.868, 0.991, 1.011, 0.982, 0.162
2022-09-13 13:42:00, 18036, 7574, 0.0, 14.6, 26.0, 581.4, 7.0, 161.815, 0.988, 1.011, 0.982, 0.158
2022-09-13 12:43:00, 17494, 7654, 0.0, 14.8, 37.0, 581.2, 5.0, 162.156, 0.986, 1.014, 0.980, 0.180
2022-09-13 11:42:00, 17538, 7717, 0.0, 14.3, 69.0, 581.1, 0.0, 161.577, 0.985, 1.018, 0.984, 0.173
2022-09-13 10:42:00, 17750, 7518, 0.0, 14.3, 72.0, 580.6, -2.0, 161.504, 0.982, 1.016, 0.984, 0.168
2022-09-13 09:42:00, 17911, 7525, 0.0, 14.3, 75.0, 580.2, -2.0, 161.967, 0.979, 1.017, 0.982, 0.165
2022-09-13 08:42:00, 17729, 7727, 0.0, 14.3, 80.0, 579.9, -2.0, 159.799, 0.976, 1.018, 0.995, 0.164
2022-09-13 07:42:00, 17801, 7624, 0.0, 14.2, 80.0, 580.0, -2.0, 160.644, 0.977, 1.018, 0.990, 0.164
2022-09-13 06:42:00, 17553, 7540, 0.0, 14.1, 83.0, 580.0, -2.0, 160.120, 0.977, 1.019, 0.993, 0.171
2022-09-13 05:42:00, 17443, 7767, 0.0, 12.2, 81.0, 580.3, -1.0, 159.016, 0.979, 1.020, 1.000, 0.168
2022-09-13 04:42:00, 17452, 7610, 0.0, 12.2, 76.0, 580.6, -1.0, 159.964, 0.982, 1.019, 0.994, 0.171
2022-09-13 03:42:00, 17938, 7711, 0.0, 5.8, 64.0, 580.9, 0.0, 160.588, 0.984, 1.017, 0.990, 0.155
2022-09-13 02:42:00, 17652, 7758, 0.0, 12.8, 57.0, 580.8, 0.0, 160.170, 0.983, 1.015, 0.993, 0.166
2022-09-13 01:42:00, 18007, 7849, 0.0, 11.6, 66.0, 580.5, 0.0, 160.060, 0.981, 1.017, 0.993, 0.153
2022-09-13 00:42:00, 17771, 7655, 0.0, 12.9, 65.0, 580.2, 1.0, 160.421, 0.979, 1.018, 0.991, 0.163
2022-09-12 23:42:00, 17953, 7746, 0.0, 13.0, 65.0, 580.0, 2.0, 160.448, 0.977, 1.020, 0.991, 0.157
2022-09-12 22:42:00, 17665, 7775, 0.0, 13.0, 60.0, 580.1, 4.0, 160.448, 0.978, 1.021, 0.991, 0.166
2022-09-12 21:42:00, 17750, 7710, 0.0, 14.1, 45.0, 580.7, 8.0, 160.152, 0.982, 1.020, 0.993, 0.159
2022-09-12 20:42:00, 17965, 7697, 0.0, 14.0, 35.0, 580.4, 10.0, 160.700, 0.980, 1.018, 0.989, 0.157
2022-09-12 19:42:00, 17784, 7728, 0.0, 14.0, 30.0, 580.5, 10.0, 160.839, 0.981, 1.015, 0.988, 0.165
2022-09-12 18:42:00, 17773, 7698, 0.0, 14.0, 29.0, 580.9, 10.0, 160.519, 0.984, 1.015, 0.990, 0.162
2022-09-12 17:42:00, 17803, 7474, 0.0, 14.1, 27.0, 581.4, 10.0, 159.994, 0.988, 1.014, 0.994, 0.157
2022-09-12 16:42:00, 17736, 7760, 0.0, 14.1, 23.0, 582.2, 9.0, 160.380, 0.994, 1.011, 0.991, 0.159
2022-09-12 15:43:00, 17870, 7443, 0.0, 14.1, 25.0, 582.8, 9.0, 159.760, 0.998, 1.012, 0.995, 0.148
2022-09-12 14:42:00, 17788, 7504, 0.0, 14.6, 26.0, 583.0, 9.0, 160.802, 1.000, 1.012, 0.989, 0.154
2022-09-12 13:42:00, 17726, 7703, 0.0, 14.6, 36.0, 582.5, 7.0, 161.103, 0.996, 1.015, 0.987, 0.158
2022-09-12 12:42:00, 17796, 7676, 0.0, 14.7, 36.0, 582.3, 5.0, 160.696, 0.995, 1.013, 0.989, 0.156
2022-09-12 11:42:00, 17648, 7606, 0.0, 14.3, 53.0, 581.8, 0.0, 160.205, 0.991, 1.014, 0.992, 0.162
2022-09-12 10:42:00, 17868, 7539, 0.0, 14.3, 56.0, 581.4, -2.0, 160.659, 0.988, 1.013, 0.990, 0.158
2022-09-12 09:42:00, 17899, 7662, 0.0, 14.3, 53.0, 581.1, -2.0, 160.749, 0.985, 1.012, 0.989, 0.160
2022-09-12 08:42:00, 17892, 7763, 0.0, 14.3, 53.0, 580.9, -2.0, 161.142, 0.984, 1.012, 0.987, 0.162
2022-09-12 07:42:00, 17686, 7646, 0.0, 14.2, 50.0, 580.9, -1.0, 160.259, 0.984, 1.012, 0.992, 0.166
2022-09-12 06:42:00, 17505, 7710, 0.0, 13.8, 49.0, 581.3, -1.0, 160.936, 0.987, 1.012, 0.988, 0.174
2022-09-12 05:42:00, 17893, 7738, 0.0, 6.4, 45.0, 581.6, 0.0, 160.876, 0.989, 1.012, 0.988, 0.158
2022-09-12 04:42:00, 17716, 7689, 0.0, 12.8, 41.0, 582.2, 0.0, 161.051, 0.994, 1.011, 0.987, 0.163
2022-09-12 03:42:00, 17632, 7615, 0.0, 12.8, 42.0, 582.6, 2.0, 160.865, 0.997, 1.013, 0.988, 0.162
2022-09-12 02:42:00, 17474, 7517, 0.0, 12.8, 42.0, 582.6, 2.0, 160.326, 0.997, 1.013, 0.992, 0.165
2022-09-12 01:42:00, 17873, 7699, 0.0, 12.9, 32.0, 582.6, 3.0, 160.527, 0.997, 1.010, 0.990, 0.153
2022-09-12 00:46:00, 17460, 7417, 0.0, 12.9, 31.0, 582.4, 4.0, 160.923, 0.995, 1.011, 0.988, 0.171
2022-09-11 23:42:00, 17478, 7773, 0.0, 13.0, 44.0, 581.4, 3.0, 160.117, 0.988, 1.014, 0.993, 0.170
2022-09-11 22:42:00, 17616, 7600, 0.0, 13.0, 37.0, 581.4, 5.0, 160.117, 0.988, 1.014, 0.993, 0.164
2022-09-11 21:42:00, 17554, 7591, 0.0, 14.1, 30.0, 581.8, 9.0, 160.377, 0.991, 1.014, 0.991, 0.166
2022-09-11 20:42:00, 17619, 7679, 0.0, 14.0, 36.0, 582.1, 9.0, 160.822, 0.993, 1.017, 0.989, 0.162
2022-09-11 19:42:00, 17469, 7347, 0.0, 14.0, 43.0, 582.0, 9.0, 160.966, 0.992, 1.020, 0.988, 0.167
2022-09-11 18:42:00, 17513, 7545, 0.0, 14.0, 43.0, 582.5, 10.0, 160.331, 0.996, 1.022, 0.992, 0.158
2022-09-11 17:42:00, 17274, 7458, 0.0, 14.1, 40.0, 582.9, 10.0, 160.358, 0.999, 1.020, 0.991, 0.167
2022-09-11 16:42:00, 17136, 7469, 0.0, 14.6, 46.0, 583.1, 8.0, 160.305, 1.001, 1.021, 0.992, 0.170
2022-09-11 15:42:00, 17147, 7438, 0.0, 14.6, 56.0, 583.4, 7.0, 161.156, 1.003, 1.023, 0.987, 0.171
2022-09-11 14:43:00, 17067, 7485, 0.0, 14.0, 60.0, 583.8, 5.0, 160.028, 1.006, 1.022, 0.993, 0.168
2022-09-11 13:42:00, 17081, 7525, 0.0, 13.7, 62.0, 583.8, 4.0, 159.927, 1.006, 1.021, 0.994, 0.168
2022-09-11 12:42:00, 16796, 7358, 0.0, 13.5, 73.0, 583.5, 3.0, 160.138, 1.004, 1.023, 0.993, 0.180
2022-09-11 11:42:00, 16959, 7380, 0.0, 10.1, 85.0, 583.0, 0.0, 160.097, 1.000, 1.022, 0.993, 0.177
2022-09-11 10:43:00, 17073, 7595, 0.0, 12.6, 84.0, 582.5, 0.0, 160.648, 0.996, 1.022, 0.990, 0.177
2022-09-11 09:42:00, 17159, 7445, 0.0, 12.6, 84.0, 582.4, 1.0, 159.679, 0.995, 1.024, 0.996, 0.169
2022-09-11 08:42:00, 16988, 7537, 0.0, 12.7, 83.0, 582.4, 1.0, 159.053, 0.995, 1.023, 1.000, 0.174
2022-09-11 07:42:00, 17021, 7545, 0.0, 11.5, 81.0, 582.5, 1.0, 159.040, 0.996, 1.023, 1.000, 0.171
2022-09-11 06:42:00, 16928, 7342, 0.0, 11.5, 84.0, 582.8, 0.0, 158.802, 0.998, 1.022, 1.001, 0.174
2022-09-11 05:42:00, 17068, 7392, 0.0, 5.8, 84.0, 583.1, -1.0, 158.953, 1.001, 1.021, 1.000, 0.167
2022-09-11 04:42:00, 17210, 7446, 0.0, 0.2, 76.0, 583.6, 0.0, 158.527, 1.005, 1.020, 1.003, 0.158
2022-09-11 03:42:00, 17254, 7491, 0.0, 11.6, 71.0, 583.6, 0.0, 158.128, 1.005, 1.019, 1.005, 0.156
2022-09-11 02:42:00, 17088, 7320, 0.0, 12.8, 67.0, 583.5, 0.0, 158.303, 1.004, 1.018, 1.004, 0.164
2022-09-11 01:42:00, 17255, 7522, 0.0, 12.9, 67.0, 583.4, 1.0, 158.574, 1.003, 1.019, 1.003, 0.158
2022-09-11 00:42:00, 17097, 7269, 0.0, 12.9, 61.0, 582.8, 2.0, 158.587, 0.998, 1.018, 1.002, 0.169
2022-09-10 23:42:00, 17432, 7635, 0.0, 13.0, 53.0, 582.3, 4.0, 159.312, 0.995, 1.018, 0.998, 0.161
2022-09-10 22:42:00, 17381, 7614, 0.0, 13.0, 61.0, 582.0, 4.0, 159.312, 0.992, 1.021, 0.998, 0.163
2022-09-10 21:42:00, 17547, 7455, 0.0, 14.1, 52.0, 582.6, 8.0, 159.159, 0.997, 1.023, 0.999, 0.151
2022-09-10 20:42:00, 17172, 7528, 0.0, 14.1, 53.0, 582.5, 9.0, 159.062, 0.996, 1.025, 0.999, 0.165
2022-09-10 19:42:00, 17377, 7330, 0.0, 14.1, 49.0, 582.6, 9.0, 159.388, 0.997, 1.023, 0.997, 0.159
2022-09-10 18:42:00, 17196, 7581, 0.0, 14.1, 55.0, 583.0, 7.0, 160.312, 1.000, 1.023, 0.992, 0.167
2022-09-10 17:42:00, 17080, 7393, 0.0, 14.1, 45.0, 583.3, 8.0, 160.226, 1.002, 1.020, 0.992, 0.173
2022-09-10 16:42:00, 17141, 7561, 0.0, 14.1, 50.0, 583.6, 8.0, 159.303, 1.005, 1.022, 0.998, 0.163
2022-09-10 15:43:00, 17051, 7515, 0.0, 14.2, 58.0, 583.6, 7.0, 160.856, 1.005, 1.024, 0.988, 0.172
2022-09-10 14:42:00, 16921, 7496, 0.0, 14.6, 66.0, 584.1, 4.0, 160.288, 1.009, 1.023, 0.992, 0.172
2022-09-10 13:42:00, 17055, 7413, 0.0, 14.6, 65.0, 583.9, 5.0, 160.727, 1.007, 1.024, 0.989, 0.169
2022-09-10 12:42:00, 17217, 7564, 0.0, 14.6, 70.0, 583.2, 3.0, 160.557, 1.002, 1.022, 0.990, 0.167
2022-09-10 11:42:00, 17189, 7452, 0.0, 5.8, 81.0, 583.0, 0.0, 159.482, 1.000, 1.021, 0.997, 0.165
2022-09-10 10:42:00, 17233, 7461, 0.0, 12.6, 77.0, 582.2, 0.0, 160.132, 0.994, 1.020, 0.993, 0.171
2022-09-10 09:42:00, 17568, 7485, 0.0, 12.6, 72.0, 582.1, 0.0, 159.844, 0.993, 1.019, 0.995, 0.158
2022-09-10 08:42:00, 17419, 7568, 0.0, 12.7, 67.0, 582.0, 1.0, 159.412, 0.992, 1.019, 0.997, 0.163
2022-09-10 07:42:00, 17524, 7452, 0.0, 12.7, 65.0, 582.1, 1.0, 159.707, 0.993, 1.018, 0.995, 0.160
2022-09-10 06:42:00, 17468, 7491, 0.0, 12.7, 80.0, 582.3, 0.0, 159.183, 0.995, 1.021, 0.999, 0.157
2022-09-10 05:42:00, 17261, 7462, 0.0, 12.8, 70.0, 582.6, 1.0, 159.471, 0.997, 1.020, 0.997, 0.165
2022-09-10 04:42:00, 17156, 7519, 0.0, 12.8, 66.0, 582.8, 1.0, 158.890, 0.998, 1.019, 1.001, 0.167
2022-09-10 03:42:00, 17403, 7524, 0.0, 12.8, 38.0, 582.7, 2.0, 158.857, 0.998, 1.011, 1.001, 0.162
2022-09-10 02:46:00, 17271, 7495, 0.0, 12.8, 36.0, 582.5, 3.0, 158.786, 0.996, 1.012, 1.001, 0.168
2022-09-10 01:42:00, 17573, 7698, 0.0, 12.9, 28.0, 582.5, 3.0, 158.313, 0.996, 1.009, 1.004, 0.157
2022-09-10 00:42:00, 17489, 7493, 0.0, 12.9, 30.0, 582.2, 1.0, 158.809, 0.994, 1.008, 1.001, 0.164
2022-09-09 23:42:00, 17731, 7592, 0.0, 13.0, 41.0, 581.9, 2.0, 158.621, 0.992, 1.012, 1.002, 0.153
2022-09-09 22:42:00, 17479, 7705, 0.0, 13.0, 59.0, 581.6, 2.0, 158.621, 0.989, 1.018, 1.002, 0.160
2022-09-09 21:42:00, 17360, 7848, 0.0, 14.2, 62.0, 581.3, 3.0, 159.229, 0.987, 1.020, 0.998, 0.168
2022-09-09 20:42:00, 17566, 7604, 0.0, 14.1, 51.0, 581.6, 6.0, 158.951, 0.989, 1.020, 1.000, 0.157
2022-09-09 19:42:00, 17848, 7587, 0.0, 14.1, 42.0, 581.7, 8.0, 158.786, 0.990, 1.019, 1.001, 0.146
2022-09-09 18:42:00, 17295, 7462, 0.0, 14.1, 35.0, 582.0, 9.0, 159.658, 0.992, 1.017, 0.996, 0.170
2022-09-09 17:42:00, 17290, 7541, 0.0, 14.1, 42.0, 582.3, 9.0, 159.607, 0.995, 1.020, 0.996, 0.166
2022-09-09 16:42:00, 17532, 7701, 0.0, 14.1, 41.0, 582.6, 9.0, 160.287, 0.997, 1.019, 0.992, 0.159
2022-09-09 15:42:00, 17419, 7567, 0.0, 14.1, 36.0, 582.6, 7.0, 160.137, 0.997, 1.015, 0.993, 0.165
2022-09-09 14:42:00, 17627, 7521, 0.0, 14.5, 37.0, 582.7, 7.0, 160.235, 0.998, 1.015, 0.992, 0.157
2022-09-09 13:42:00, 17443, 7429, 0.0, 14.6, 40.0, 582.2, 6.0, 160.911, 0.994, 1.016, 0.988, 0.169
2022-09-09 12:42:00, 17559, 7626, 0.0, 14.8, 40.0, 581.9, 4.0, 160.972, 0.992, 1.014, 0.988, 0.167
2022-09-09 11:42:00, 17723, 7543, 0.0, 14.3, 59.0, 581.5, 0.0, 161.313, 0.989, 1.015, 0.986, 0.164
2022-09-09 10:42:00, 17586, 7661, 0.0, 14.3, 59.0, 580.8, -2.0, 161.159, 0.983, 1.013, 0.986, 0.175
2022-09-09 09:42:00, 17402, 7672, 0.0, 14.3, 62.0, 580.3, -2.0, 160.362, 0.979, 1.014, 0.991, 0.181
2022-09-09 08:42:00, 17627, 7687, 0.0, 12.2, 58.0, 580.1, -1.0, 160.137, 0.978, 1.014, 0.993, 0.171
